317589	138457	22391	1,531
319484	136421	30997	1,591
312275	78570	87826	1,585
391159	142428	54039	1,887
311276	107251	50249	1,556
280853	71656	77379	1,336
325336	113904	52830	1,657
320054	124718	17962	1,565
283135	32996	115637	1,467
245655	61130	80598	1,266
242797	14606	148245	1,282
276762	73536	77840	1,361
292640	100781	34203	1,503
351378	116522	43048	1,884
252190	41663	120553	1,332
281716	79782	78525	1,439
323946	116683	45786	1,555
245385	19544	135580	1,255
260855	49520	97553	1,339
261446	46309	102363	1,407
367649	147353	12714	1,844
316372	89653	89780	1,48
290414	99377	38076	1,5
314798	94915	81540	1,539
320537	112562	56774	1,476
329147	124315	26425	1,551
313026	103653	49567	1,492
302939	88221	69337	1,56
289118	88706	74117	1,489
336335	102336	86968	1,689
299412	108821	45704	1,456
258962	41085	118516	1,243
268056	49221	105485	1,376
298452	44633	110200	1,542
304454	104927	41785	1,512
267390	36782	141201	1,451
327909	117374	39606	1,735
235758	29081	117437	1,21
222265	2786	161499	1,049
268899	25521	174405	1,367
233912	5930	173750	1,224
350607	97398	74093	1,684
291658	116717	24479	1,422
305421	125029	15805	1,552
318288	123918	37721	1,661
353804	129822	41577	1,674
291491	89681	59674	1,348
221666	12533	144839	1,155
308254	88468	69119	1,502
313235	95068	65759	1,646
320271	71018	114578	1,5
317037	108181	54607	1,623
317560	80942	55552	1,711
399471	145650	16369	1,954
309028	78081	99116	1,491
351868	131824	39959	1,809
294883	112268	19341	1,481
360553	126830	35687	1,776
377239	135988	39175	1,899
265919	34533	140393	1,453
343956	114046	62964	1,7
340049	139975	11752	1,673
275737	78174	67080	1,38
280165	43786	127741	1,505
232744	27395	145248	1,229
203206	30007	122999	1,108
299095	63961	99791	1,446
266461	61126	92346	1,375
234265	20169	140235	1,232
316845	103017	39078	1,563
324513	111095	50743	1,604
369504	141390	17527	1,879
357713	123102	55262	1,878
280577	106159	23745	1,497
318263	136081	24112	1,609
309826	110766	48513	1,709
261697	28958	102275	1,407
241786	23718	140884	1,292
330739	126815	17457	1,647
308809	21802	163699	1,641
308129	113824	38057	1,675
319820	118336	29028	1,736
274097	85812	57863	1,348
327764	94917	54685	1,744
221835	6045	150058	1,116
342920	132748	37642	1,78
207778	29093	122578	1,076
327534	67524	112562	1,632
287939	96254	34487	1,39
314536	90552	90293	1,584
381202	146444	23779	1,977
334352	112625	54536	1,668
393752	153107	33975	1,913
268444	74199	67937	1,446
370408	126153	43782	1,938
348777	155609	7239	1,748
261272	67072	92007	1,326
244152	66611	58588	1,236
341853	131037	40444	1,731
316253	91941	69286	1,559
