75639	22173	8687	0,378
86774	32194	6575	0,428
85517	29719	10014	0,419
92009	39320	5965	0,481
63786	9679	29116	0,359
69889	18448	19688	0,313
48405	11627	19176	0,286
87169	26317	9237	0,486
81671	27979	9725	0,361
71475	22965	12682	0,384
73056	18417	22527	0,42
59426	9212	26102	0,374
75675	23647	13374	0,343
90029	30702	14461	0,42
94101	36399	8760	0,48
58353	14381	16111	0,313
49728	6938	30992	0,271
64153	10076	31046	0,351
72172	20383	19057	0,324
68746	14134	25620	0,343
81438	28805	8593	0,424
83505	28287	15315	0,396
69753	15146	25881	0,383
64025	17929	20152	0,333
71703	19012	19966	0,321
76046	24563	13378	0,45
89806	36019	2385	0,46
93009	28757	11710	0,465
66209	15796	21248	0,299
86628	26326	16203	0,404
83113	36615	260	0,463
67364	14813	23324	0,33
88486	34554	8603	0,456
64879	7516	32499	0,384
80801	22681	18135	0,357
82379	31684	8545	0,403
58375	5505	37491	0,29
79011	28971	8038	0,467
52397	875	34454	0,268
79032	26576	11555	0,36
54152	70	33528	0,278
75084	17131	29014	0,357
71775	13609	29225	0,32
74612	17241	22118	0,355
54820	3067	39471	0,295
74333	29747	7793	0,374
77415	29074	6936	0,415
68968	17375	24775	0,328
73056	14469	21966	0,327
70090	14250	23821	0,391
59106	2548	39991	0,34
66351	14576	24656	0,356
82654	23104	17320	0,365
72328	16363	22712	0,376
73601	15484	28094	0,4
84346	31584	8172	0,418
49953	1988	36354	0,232
53420	4894	36683	0,247
68823	12171	29322	0,404
63063	7564	32830	0,304
85283	26083	19285	0,461
92959	37124	5501	0,441
61817	4172	38294	0,311
86351	35824	4371	0,421
70048	20235	15987	0,341
106999	39155	2933	0,545
68758	17646	23436	0,309
71427	19577	14552	0,321
57472	8069	27211	0,335
62317	4651	35054	0,287
78029	19164	22302	0,359
69860	19618	17361	0,39
96628	39631	668	0,413
61700	9343	28186	0,303
76371	22008	15663	0,364
92136	28810	8978	0,421
94815	37820	252	0,431
64667	1091	44721	0,346
83561	28641	12694	0,381
64589	13069	24389	0,432
99370	36982	9835	0,437
77417	25036	11639	0,39
72114	14914	28613	0,344
92935	30256	18902	0,427
59966	5633	35317	0,328
78599	32257	804	0,365
77443	26644	9803	0,44
69129	18514	18829	0,334
68615	17273	20371	0,332
84704	34316	4300	0,461
77289	19746	24745	0,4
89331	19571	26653	0,476
105115	41103	0	0,494
63385	10025	29560	0,295
83905	28898	6668	0,436
82822	29410	10904	0,431
78747	27984	9470	0,408
58240	12726	26345	0,349
105389	45829	2364	0,518
87233	30937	10396	0,448
