837810	13249	608668	4,977
1101593	333171	293102	6,788
1475736	623930	13039	8,279
1135732	424720	114319	6,79
1241603	499536	22667	6,904
992434	45635	698571	6,193
1091603	336977	258075	5,984
1424306	562628	88024	8,016
1082999	369148	224932	5,735
1326041	374661	315213	7,158
1093644	303173	280896	6,372
1212838	382071	218254	6,546
1263350	317836	294648	6,824
1136238	324402	309593	6,08
1140355	381331	175985	5,97
1140119	189202	463634	5,977
1286740	448011	173554	7,145
994217	120819	647269	5,16
1585786	580513	173203	8,119
1239144	415410	245122	6,535
1293192	575092	115823	6,864
992144	125543	516945	5,531
1514511	641121	41508	7,92
1000231	233504	287455	5,46
1125724	469323	91321	6,143
1720700	709307	44932	8,991
945016	150441	477960	5,417
906252	124975	443039	5,244
1592333	548394	226641	9,216
1375367	550615	54315	7,495
1798803	760474	2720	9,43
1446990	463442	117100	8,391
1393667	625277	35122	7,829
908290	204923	373178	5,215
1224301	415725	119047	6,652
906596	52502	540373	5,213
1462369	628095	3972	7,671
959035	134585	544294	5,722
965511	87218	578077	6,038
991756	211307	386104	5,912
1131049	156687	513079	6,792
1387277	453707	172370	8,082
1018163	177546	442719	5,718
1307173	427606	287974	7,627
938962	136652	441041	6,163
1366010	557840	43984	7,689
1074764	186854	397146	6,426
1523692	616490	64238	8,549
1430123	569801	128675	8,139
956048	3581	669897	5,895
1268414	508199	105647	7,311
1275111	423418	195885	6,739
1408729	517302	164050	7,602
1581611	624288	87515	8,856
1349329	366153	302039	7,021
1248255	421427	213407	6,75
1170853	283685	325351	6,606
1187525	337270	327299	6,571
1106483	321975	324414	5,982
1274910	438597	201397	6,95
1246503	290275	429810	6,484
1264067	331828	317655	6,867
1279916	342511	341486	7,187
1101635	318594	328683	6,59
818084	136583	433031	4,659
1312039	458076	197474	7,176
1019261	218981	337040	5,274
1477584	603360	111122	8,092
1081234	292814	251678	6,046
1359978	568304	868	7,387
1156852	536091	10183	6,799
933501	58703	630251	5,792
1036218	154944	509888	6,045
1587166	683995	9407	8,795
1231898	500892	50135	6,858
1289737	317047	252637	7,044
1283806	495772	85730	7,257
1385115	525905	118009	7,791
1426203	567791	83488	7,539
1356438	432751	235624	7,127
1101558	248171	363344	5,569
1165252	343769	243782	6,104
915134	170772	453002	4,877
1158940	348594	340093	6,14
1265697	479150	182689	6,5
1505546	422541	275706	7,869
1383826	493023	184387	7,378
1327513	485538	169575	7,474
1221249	443189	73490	6,594
1393504	358405	347234	7,263
1164043	251253	383207	6,509
774487	93	555633	4,484
1175844	384683	206917	6,518
1395777	537091	52775	7,743
1365247	453257	243107	7,8
857473	18498	615622	4,745
1261855	477009	92847	6,992
1122887	243239	426928	6,279
1024162	142481	536089	6,017
1127297	302463	309386	6,003
