2398	405	990	0,011
3388	1320	104	0,015
2793	656	774	0,013
2722	477	1150	0,013
2667	687	871	0,013
2478	420	1001	0,012
2689	993	466	0,029
2711	1024	254	0,019
2057	11	1584	0,012
3721	1264	471	0,017
3296	558	1164	0,015
2066	141	1275	0,01
2871	917	443	0,017
3170	922	559	0,035
3060	333	1334	0,031
3311	676	935	0,017
3216	484	1092	0,015
4206	1669	19	0,05
3272	1332	90	0,016
3464	1399	4	0,039
2938	881	550	0,013
3132	573	1045	0,015
2666	559	743	0,03
3998	1597	29	0,034
2543	116	1564	0,013
3205	1216	537	0,015
3030	467	1199	0,014
2591	623	680	0,013
2634	622	783	0,013
3339	1354	70	0,016
3297	1146	370	0,015
3125	1211	76	0,014
3055	1215	164	0,014
3168	953	656	0,014
3060	486	1004	0,029
3312	1424	0	0,024
3756	1375	50	0,019
3298	1173	213	0,015
2989	986	325	0,014
2838	810	485	0,03
3318	785	857	0,021
2863	684	782	0,014
3006	444	996	0,014
3241	1137	427	0,015
2698	419	1117	0,012
2313	650	592	0,011
2620	452	1196	0,013
3795	1722	82	0,017
2937	1282	33	0,014
3219	1219	421	0,015
2972	489	1069	0,014
1658	40	1306	0,023
2574	710	733	0,021
2119	338	1156	0,021
3313	1478	17	0,022
2608	288	1376	0,012
2857	431	1386	0,013
4306	1760	3	0,038
2828	740	805	0,028
3446	943	703	0,021
3821	1226	488	0,017
2765	435	953	0,013
3315	1245	322	0,015
3870	1204	336	0,036
3432	1249	154	0,017
3216	879	834	0,015
2937	710	804	0,013
3069	990	261	0,033
3174	649	1093	0,034
2329	29	1575	0,026
3642	1403	187	0,025
2419	576	928	0,02
3355	1195	299	0,016
2933	1013	390	0,014
2269	300	1160	0,011
3055	836	742	0,014
2611	521	949	0,012
2909	752	646	0,013
3223	1187	517	0,015
2846	730	932	0,014
3053	830	571	0,014
2972	869	446	0,014
2039	4	1418	0,026
3140	781	848	0,023
2572	675	604	0,015
2388	71	1509	0,012
2897	985	275	0,014
3147	1251	16	0,014
3393	1265	331	0,015
3095	1037	602	0,014
4032	1288	333	0,018
2640	403	1121	0,027
2846	747	673	0,037
2030	188	1201	0,018
2486	685	677	0,019
2588	439	858	0,012
3493	1186	494	0,016
2928	1017	271	0,014
3438	1390	0	0,016
3123	1024	401	0,014
